,Index,Content ID,Reaction Type,Datetime,Sentiment,Score,Content Type,Category
5709,6476,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,2021-05-03 6:28:32,positive,30,video,soccer
5710,6477,5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,2021-04-03 7:20:47,positive,70,video,soccer
5711,6478,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,2020-09-09 12:30:34,positive,45,video,soccer
5712,6479,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,2021-02-08 10:25:58,positive,75,video,soccer
5713,6480,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,2020-11-30 17:02:37,negative,10,video,soccer
5714,6481,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,2021-01-26 5:27:01,positive,30,video,soccer
5715,6482,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,2021-04-08 23:21:24,negative,0,video,soccer
5716,6483,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,2020-07-24 5:45:07,negative,12,video,soccer
5717,6485,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,2020-11-24 23:55:50,negative,12,video,soccer
5718,6486,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,2021-01-11 13:04:46,positive,45,video,soccer
5719,6487,5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,2020-09-10 1:46:07,positive,72,video,soccer
5720,6488,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,2021-02-10 5:55:01,negative,5,video,soccer
5721,6489,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,2020-09-23 23:07:39,positive,45,video,soccer
5722,6490,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,2021-04-17 5:57:26,positive,75,video,soccer
5723,6491,5b379d75-649b-426f-b420-4e0b6e4a0e3d,scared,2020-10-02 1:30:29,negative,15,video,soccer
5724,6492,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,2020-06-27 14:51:36,negative,10,video,soccer
5725,6493,5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,2021-03-26 6:32:56,positive,50,video,soccer
5726,6495,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,2021-01-03 20:34:18,negative,5,video,soccer
5727,6496,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,2020-09-25 11:30:24,neutral,20,video,soccer
5728,6497,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,2020-10-20 21:42:40,negative,0,video,soccer
5729,6498,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,2021-01-22 2:08:27,positive,60,video,soccer
5730,6499,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,2021-03-03 8:22:07,positive,30,video,soccer
5731,6500,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,2021-03-16 0:46:10,positive,75,video,soccer
5732,6501,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,2021-03-04 16:42:38,neutral,20,video,soccer
5733,6502,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,2021-03-25 0:43:03,negative,12,video,soccer
5734,6503,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,2020-11-13 8:14:47,positive,45,video,soccer
5735,6505,5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,2020-12-12 12:05:34,positive,50,video,soccer
5736,6506,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,2021-02-04 4:35:45,positive,60,video,soccer
5737,6508,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,2020-07-10 18:53:40,negative,10,photo,travel
5738,6509,7fe36d94-8867-4719-9c62-60b077cf5973,love,2021-01-16 21:06:50,positive,65,photo,travel
5739,6510,7fe36d94-8867-4719-9c62-60b077cf5973,like,2020-11-16 9:08:48,positive,50,photo,travel
5740,6511,7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,2020-10-20 13:32:21,neutral,20,photo,travel
5741,6512,7fe36d94-8867-4719-9c62-60b077cf5973,worried,2021-02-24 8:51:34,negative,12,photo,travel
5742,6513,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,2020-08-28 21:16:26,neutral,35,photo,travel
5743,6514,7fe36d94-8867-4719-9c62-60b077cf5973,hate,2020-09-16 1:21:12,negative,5,photo,travel
5744,6515,7fe36d94-8867-4719-9c62-60b077cf5973,cherish,2021-01-23 15:59:35,positive,70,photo,travel
5745,6516,7fe36d94-8867-4719-9c62-60b077cf5973,cherish,2021-03-09 5:01:51,positive,70,photo,travel
5746,6518,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,2021-02-15 5:06:15,neutral,35,photo,travel
5747,6519,7fe36d94-8867-4719-9c62-60b077cf5973,want,2021-05-31 23:20:48,positive,70,photo,travel
5748,6520,7fe36d94-8867-4719-9c62-60b077cf5973,adore,2020-10-07 22:55:22,positive,72,photo,travel
5749,6521,7fe36d94-8867-4719-9c62-60b077cf5973,heart,2021-01-15 3:11:25,positive,60,photo,travel
5750,6522,7fe36d94-8867-4719-9c62-60b077cf5973,want,2020-06-24 4:26:23,positive,70,photo,travel
5751,6523,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,2021-03-14 17:04:46,negative,10,photo,travel
5752,6524,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,2020-12-23 16:21:22,neutral,35,photo,travel
5753,6525,7fe36d94-8867-4719-9c62-60b077cf5973,like,2020-07-29 10:21:15,positive,50,photo,travel
5754,6526,7fe36d94-8867-4719-9c62-60b077cf5973,heart,2020-07-05 5:03:49,positive,60,photo,travel
5755,6528,7fe36d94-8867-4719-9c62-60b077cf5973,want,2020-10-20 19:20:51,positive,70,photo,travel
5756,6529,7fe36d94-8867-4719-9c62-60b077cf5973,intrigued,2021-04-09 19:57:10,positive,45,photo,travel
5757,6530,7fe36d94-8867-4719-9c62-60b077cf5973,disgust,2021-02-02 15:26:05,negative,0,photo,travel
5758,6531,7fe36d94-8867-4719-9c62-60b077cf5973,super love,2021-01-27 5:16:39,positive,75,photo,travel
5759,6532,7fe36d94-8867-4719-9c62-60b077cf5973,scared,2020-09-08 7:35:18,negative,15,photo,travel
5760,6533,7fe36d94-8867-4719-9c62-60b077cf5973,worried,2020-12-09 4:57:28,negative,12,photo,travel
5761,6534,7fe36d94-8867-4719-9c62-60b077cf5973,worried,2020-07-22 0:10:11,negative,12,photo,travel
5762,6535,7fe36d94-8867-4719-9c62-60b077cf5973,like,2020-11-20 10:03:58,positive,50,photo,travel
5763,6536,7fe36d94-8867-4719-9c62-60b077cf5973,interested,2020-06-25 5:37:36,positive,30,photo,travel
5764,6538,7fe36d94-8867-4719-9c62-60b077cf5973,adore,2020-11-16 10:46:01,positive,72,photo,travel
5765,6539,7fe36d94-8867-4719-9c62-60b077cf5973,super love,2021-02-19 10:51:14,positive,75,photo,travel
5766,6540,7fe36d94-8867-4719-9c62-60b077cf5973,scared,2020-08-20 5:18:50,negative,15,photo,travel
5767,6541,7fe36d94-8867-4719-9c62-60b077cf5973,interested,2020-10-14 13:42:50,positive,30,photo,travel
5768,6542,7fe36d94-8867-4719-9c62-60b077cf5973,adore,2020-12-04 15:51:43,positive,72,photo,travel
5769,6543,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,2020-11-18 4:30:29,negative,10,photo,travel
5770,6544,7fe36d94-8867-4719-9c62-60b077cf5973,want,2021-05-17 7:27:58,positive,70,photo,travel
5771,6545,7fe36d94-8867-4719-9c62-60b077cf5973,adore,2021-02-06 16:09:33,positive,72,photo,travel
5772,6546,7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,2020-12-19 21:42:16,neutral,20,photo,travel
5773,6548,7fe36d94-8867-4719-9c62-60b077cf5973,hate,2020-07-08 14:12:53,negative,5,photo,travel
5774,6549,7fe36d94-8867-4719-9c62-60b077cf5973,like,2020-12-11 1:59:04,positive,50,photo,travel
5775,6550,7fe36d94-8867-4719-9c62-60b077cf5973,super love,2020-11-30 16:34:07,positive,75,photo,travel
5776,6551,7fe36d94-8867-4719-9c62-60b077cf5973,scared,2020-06-23 22:20:42,negative,15,photo,travel
5777,6553,56df8914-9d42-434d-9612-6bb518dd641e,dislike,2021-05-23 3:43:36,negative,10,video,fitness
5778,6554,56df8914-9d42-434d-9612-6bb518dd641e,intrigued,2020-08-04 8:46:52,positive,45,video,fitness
5779,6555,56df8914-9d42-434d-9612-6bb518dd641e,worried,2021-04-09 16:50:56,negative,12,video,fitness
5780,6556,56df8914-9d42-434d-9612-6bb518dd641e,super love,2021-04-15 11:37:24,positive,75,video,fitness
5781,6557,56df8914-9d42-434d-9612-6bb518dd641e,like,2021-02-19 4:10:28,positive,50,video,fitness
5782,6558,56df8914-9d42-434d-9612-6bb518dd641e,like,2020-07-22 4:02:07,positive,50,video,fitness
5783,6559,56df8914-9d42-434d-9612-6bb518dd641e,super love,2021-01-12 8:10:42,positive,75,video,fitness
5784,6560,56df8914-9d42-434d-9612-6bb518dd641e,dislike,2020-06-24 7:26:20,negative,10,video,fitness
5785,6561,56df8914-9d42-434d-9612-6bb518dd641e,want,2021-05-12 4:19:48,positive,70,video,fitness
5786,6563,56df8914-9d42-434d-9612-6bb518dd641e,like,2021-02-10 14:23:28,positive,50,video,fitness
5787,6564,56df8914-9d42-434d-9612-6bb518dd641e,like,2021-05-22 5:40:13,positive,50,video,fitness
5788,6565,56df8914-9d42-434d-9612-6bb518dd641e,cherish,2020-08-17 15:23:28,positive,70,video,fitness
5789,6566,56df8914-9d42-434d-9612-6bb518dd641e,dislike,2020-12-09 3:49:53,negative,10,video,fitness
5790,6567,56df8914-9d42-434d-9612-6bb518dd641e,disgust,2020-08-27 23:12:18,negative,0,video,fitness
5791,6568,56df8914-9d42-434d-9612-6bb518dd641e,super love,2021-01-16 11:02:04,positive,75,video,fitness
5792,6569,56df8914-9d42-434d-9612-6bb518dd641e,love,2021-04-13 11:34:22,positive,65,video,fitness
5793,6570,56df8914-9d42-434d-9612-6bb518dd641e,hate,2021-03-02 7:05:46,negative,5,video,fitness
5794,6571,56df8914-9d42-434d-9612-6bb518dd641e,heart,2020-08-19 22:10:48,positive,60,video,fitness
5795,6573,56df8914-9d42-434d-9612-6bb518dd641e,peeking,2021-02-03 23:08:36,neutral,35,video,fitness
5796,6574,56df8914-9d42-434d-9612-6bb518dd641e,adore,2020-09-10 8:49:20,positive,72,video,fitness
5797,6575,56df8914-9d42-434d-9612-6bb518dd641e,scared,2021-04-12 4:21:13,negative,15,video,fitness
5798,6576,56df8914-9d42-434d-9612-6bb518dd641e,hate,2020-11-20 5:25:45,negative,5,video,fitness
5799,6577,56df8914-9d42-434d-9612-6bb518dd641e,dislike,2021-03-02 17:00:10,negative,10,video,fitness
5800,6578,56df8914-9d42-434d-9612-6bb518dd641e,want,2021-04-03 15:46:49,positive,70,video,fitness
5801,6579,56df8914-9d42-434d-9612-6bb518dd641e,scared,2021-01-27 7:48:53,negative,15,video,fitness
5802,6581,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2021-02-03 2:21:15,positive,30,,
5803,6582,78461336-26e2-4d0c-ab9a-fefbe419a8dd,indifferent,2020-09-03 9:07:18,neutral,20,,
5804,6583,78461336-26e2-4d0c-ab9a-fefbe419a8dd,like,2020-07-02 16:01:30,positive,50,,
5805,6584,78461336-26e2-4d0c-ab9a-fefbe419a8dd,want,2021-01-23 15:01:25,positive,70,,
5806,6585,78461336-26e2-4d0c-ab9a-fefbe419a8dd,cherish,2020-11-08 10:41:44,positive,70,,
5807,6586,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,2020-07-27 5:42:30,negative,0,,
5808,6587,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2021-06-02 22:21:57,positive,30,,
5809,6588,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2021-02-16 2:05:38,positive,30,,
5810,6589,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2021-01-22 19:50:52,positive,30,,
5811,6591,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2021-01-21 0:52:55,positive,30,,
5812,6592,78461336-26e2-4d0c-ab9a-fefbe419a8dd,worried,2020-06-29 8:01:15,negative,12,,
5813,6593,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,2021-02-25 3:14:07,negative,0,,
5814,6594,78461336-26e2-4d0c-ab9a-fefbe419a8dd,heart,2021-05-28 8:51:28,positive,60,,
5815,6595,78461336-26e2-4d0c-ab9a-fefbe419a8dd,scared,2021-02-26 3:14:31,negative,15,,
5816,6597,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2020-10-12 4:43:39,neutral,35,photo,veganism
5817,6598,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2021-02-18 1:30:02,positive,30,photo,veganism
5818,6599,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,2021-03-28 23:04:41,negative,5,photo,veganism
5819,6600,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,2021-03-26 12:21:53,negative,12,photo,veganism
5820,6601,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2020-09-11 5:24:41,positive,60,photo,veganism
5821,6602,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,2021-02-27 20:58:32,negative,5,photo,veganism
5822,6603,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,2021-03-30 17:05:26,negative,10,photo,veganism
5823,6604,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2021-01-28 15:11:38,neutral,20,photo,veganism
5824,6605,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2021-04-28 7:55:56,neutral,35,photo,veganism
5825,6607,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2020-06-20 15:49:26,positive,45,photo,veganism
5826,6608,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2021-02-06 4:36:22,positive,45,photo,veganism
5827,6609,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2020-09-12 10:42:40,positive,75,photo,veganism
5828,6610,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2021-05-11 22:27:09,positive,30,photo,veganism
5829,6611,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,love,2020-12-11 3:03:34,positive,65,photo,veganism
5830,6612,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2021-01-15 7:24:24,positive,30,photo,veganism
5831,6613,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2020-10-09 1:43:56,positive,70,photo,veganism
5832,6614,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2021-03-15 4:29:00,positive,60,photo,veganism
5833,6615,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2020-12-17 16:24:04,positive,50,photo,veganism
5834,6617,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2020-10-22 3:45:13,positive,75,photo,veganism
5835,6618,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,2021-03-17 8:16:20,negative,0,photo,veganism
5836,6619,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2021-05-02 1:38:48,positive,75,photo,veganism
5837,6620,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2020-10-14 5:22:33,neutral,20,photo,veganism
5838,6621,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2020-12-24 15:48:27,neutral,20,photo,veganism
5839,6622,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2020-06-25 17:21:28,positive,72,photo,veganism
5840,6623,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2021-05-31 11:38:41,positive,50,photo,veganism
5841,6624,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2020-09-01 18:06:32,neutral,35,photo,veganism
5842,6625,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2020-07-22 9:05:29,positive,72,photo,veganism
5843,6627,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2020-12-15 22:29:32,positive,50,photo,veganism
5844,6628,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2021-02-17 11:34:57,positive,72,photo,veganism
5845,6629,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2021-04-13 6:44:15,positive,60,photo,veganism
5846,6630,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2021-01-11 15:21:08,positive,70,photo,veganism
5847,6631,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2020-10-05 14:26:49,positive,30,photo,veganism
5848,6632,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2020-10-01 19:36:19,positive,60,photo,veganism
5849,6633,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,2021-05-11 4:02:40,negative,5,photo,veganism
5850,6634,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2021-02-25 0:00:01,positive,50,photo,veganism
5851,6635,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,scared,2020-08-27 9:56:21,negative,15,photo,veganism
5852,6637,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2020-06-27 5:59:23,positive,70,photo,veganism
5853,6638,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2021-01-01 3:32:06,neutral,35,photo,veganism
5854,6639,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,2020-08-19 1:21:10,negative,10,photo,veganism
5855,6640,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2020-09-21 8:38:36,positive,30,photo,veganism
5856,6641,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2021-04-24 20:14:32,positive,45,photo,veganism
5857,6643,637f80dd-2d70-4658-ba5f-8d909b050781,interested,2020-07-14 10:38:00,positive,30,video,studying
5858,6644,637f80dd-2d70-4658-ba5f-8d909b050781,interested,2020-09-18 11:23:02,positive,30,video,studying
5859,6646,cb807d6e-079e-417e-adfc-759df6eddfa2,scared,2020-10-24 2:47:17,negative,15,GIF,veganism
5860,6647,cb807d6e-079e-417e-adfc-759df6eddfa2,want,2020-09-10 15:17:44,positive,70,GIF,veganism
5861,6648,cb807d6e-079e-417e-adfc-759df6eddfa2,heart,2021-03-04 21:51:36,positive,60,GIF,veganism
5862,6649,cb807d6e-079e-417e-adfc-759df6eddfa2,want,2020-12-25 16:58:59,positive,70,GIF,veganism
5863,6650,cb807d6e-079e-417e-adfc-759df6eddfa2,indifferent,2020-11-02 6:02:07,neutral,20,GIF,veganism
5864,6651,cb807d6e-079e-417e-adfc-759df6eddfa2,cherish,2021-02-08 5:22:57,positive,70,GIF,veganism
5865,6652,cb807d6e-079e-417e-adfc-759df6eddfa2,love,2021-01-17 17:53:32,positive,65,GIF,veganism
5866,6654,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2021-02-10 18:37:44,negative,10,photo,education
5867,6655,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,2021-03-23 4:24:18,positive,60,photo,education
5868,6656,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2020-08-09 19:02:01,negative,10,photo,education
5869,6657,227a8c57-e5a0-46a8-999d-fcdea42c0905,scared,2020-12-13 9:56:37,negative,15,photo,education
5870,6658,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,2021-05-22 8:32:50,positive,30,photo,education
5871,6659,227a8c57-e5a0-46a8-999d-fcdea42c0905,hate,2021-03-01 22:52:59,negative,5,photo,education
5872,6660,227a8c57-e5a0-46a8-999d-fcdea42c0905,super love,2020-07-05 13:06:44,positive,75,photo,education
5873,6661,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,2021-05-03 20:01:34,positive,70,photo,education
5874,6662,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,2021-05-17 3:44:35,positive,45,photo,education
5875,6664,227a8c57-e5a0-46a8-999d-fcdea42c0905,like,2020-07-20 22:44:31,positive,50,photo,education
5876,6665,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2020-09-18 22:01:05,negative,10,photo,education
5877,6666,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,2020-08-24 5:43:52,positive,30,photo,education
5878,6667,227a8c57-e5a0-46a8-999d-fcdea42c0905,love,2021-01-03 10:39:13,positive,65,photo,education
5879,6668,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,2020-08-13 23:12:27,positive,70,photo,education
5880,6669,227a8c57-e5a0-46a8-999d-fcdea42c0905,cherish,2020-10-30 0:56:40,positive,70,photo,education
5881,6670,227a8c57-e5a0-46a8-999d-fcdea42c0905,peeking,2020-11-14 22:10:17,neutral,35,photo,education
5882,6671,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,2021-04-27 5:55:38,positive,60,photo,education
5883,6672,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,2020-11-23 3:22:14,positive,45,photo,education
5884,6675,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,cherish,2021-03-22 3:30:15,positive,70,,
5885,6676,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-11-01 11:56:54,neutral,20,,
5886,6677,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,hate,2021-06-09 11:48:47,negative,5,,
5887,6678,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-11-09 17:24:36,positive,45,,
5888,6679,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,2020-09-22 21:53:41,negative,0,,
5889,6680,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,2020-06-23 7:23:01,positive,75,,
5890,6681,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,2021-01-24 21:43:53,positive,72,,
5891,6682,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,2021-02-20 4:17:19,positive,65,,
5892,6683,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2021-03-27 9:53:24,negative,15,,
5893,6685,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,like,2020-07-10 9:55:00,positive,50,,
5894,6686,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-11-30 1:52:31,positive,45,,
5895,6687,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,2020-11-24 21:53:51,negative,12,,
5896,6688,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-10-15 13:06:27,neutral,20,,
5897,6689,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2021-04-17 6:16:48,positive,60,,
5898,6690,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,2020-06-25 1:11:19,negative,0,,
5899,6691,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2020-12-05 14:33:46,positive,60,,
5900,6692,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-09-29 22:34:29,positive,45,,
5901,6693,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2020-09-03 20:33:27,positive,60,,
5902,6695,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-11-01 8:14:28,positive,30,,
5903,6696,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2020-06-26 15:16:32,negative,15,,
5904,6697,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2021-02-22 7:32:04,positive,60,,
5905,6698,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,2020-08-25 3:22:02,neutral,35,,
5906,6699,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-08-24 10:30:02,positive,30,,
5907,6700,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,2020-12-23 16:36:14,neutral,35,,
5908,6701,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,2021-02-03 22:00:44,positive,70,,
5909,6702,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2020-10-26 23:14:34,negative,15,,
5910,6703,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,2020-07-13 2:51:22,negative,12,,
5911,6705,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,2021-03-05 12:20:29,positive,72,,
5912,6706,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,2021-06-01 13:49:06,positive,65,,
5913,6707,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,2020-12-25 19:42:48,positive,70,,
5914,6708,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2021-06-18 3:01:07,positive,45,,
5915,6709,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-09-14 5:11:04,neutral,20,,
5916,6710,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-08-03 19:18:40,positive,30,,
5917,6712,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2020-06-25 9:34:06,positive,70,photo,education
5918,6713,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2021-02-12 19:14:29,positive,70,photo,education
5919,6714,19179d57-4950-4a98-87fa-98f824551a6f,worried,2020-08-15 9:12:00,negative,12,photo,education
5920,6715,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,2021-04-09 15:16:37,positive,45,photo,education
5921,6716,19179d57-4950-4a98-87fa-98f824551a6f,peeking,2021-01-28 17:31:47,neutral,35,photo,education
5922,6717,19179d57-4950-4a98-87fa-98f824551a6f,scared,2021-02-06 13:05:24,negative,15,photo,education
5923,6718,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,2021-04-14 0:16:59,positive,45,photo,education
5924,6719,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,2020-07-18 3:00:54,neutral,20,photo,education
5925,6720,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-03-02 21:51:17,positive,70,photo,education
5926,6722,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-03-20 15:42:47,positive,50,photo,education
5927,6723,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-04-14 11:08:19,positive,70,photo,education
5928,6724,19179d57-4950-4a98-87fa-98f824551a6f,want,2020-10-25 7:20:41,positive,70,photo,education
5929,6725,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-02-13 20:42:21,positive,50,photo,education
5930,6726,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2020-11-18 16:05:49,positive,70,photo,education
5931,6727,19179d57-4950-4a98-87fa-98f824551a6f,love,2020-10-01 2:50:54,positive,65,photo,education
5932,6728,19179d57-4950-4a98-87fa-98f824551a6f,dislike,2021-02-14 6:24:02,negative,10,photo,education
5933,6729,19179d57-4950-4a98-87fa-98f824551a6f,love,2021-02-26 8:15:58,positive,65,photo,education
5934,6730,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-03-18 2:19:37,positive,70,photo,education
5935,6732,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-06-05 6:04:45,positive,50,photo,education
5936,6733,19179d57-4950-4a98-87fa-98f824551a6f,super love,2020-07-03 19:47:43,positive,75,photo,education
5937,6734,19179d57-4950-4a98-87fa-98f824551a6f,interested,2021-01-05 4:21:24,positive,30,photo,education
5938,6735,19179d57-4950-4a98-87fa-98f824551a6f,scared,2020-12-09 20:01:34,negative,15,photo,education
5939,6736,19179d57-4950-4a98-87fa-98f824551a6f,peeking,2021-03-24 5:46:07,neutral,35,photo,education
5940,6737,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,2020-09-25 8:55:22,neutral,20,photo,education
5941,6738,19179d57-4950-4a98-87fa-98f824551a6f,worried,2021-03-24 16:19:50,negative,12,photo,education
